Common name,Sci name,Other common names,Other sci name,Order,Family,Countries,In US?,Big enough?,Use for iSDM,GBIF records 31-May-23,iNat records 31-May-23,Cam sites,Cam records,GBIF notes,iNat notes,Cam notes,Max confusion score?,Overlapping with confused spec?,Assigned to undergrads?
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,4,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,4,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,4,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,NA,FALSE
,,,,,,,,,,,,,,,,,4,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,4,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,4,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,NA,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,FALSE,TRUE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,FALSE,TRUE
,,,,,,,,,,,,,,,,,NA,NA,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,FALSE,TRUE
,,,,,,,,,,,,,,,,,NA,NA,FALSE
,,,,,,,,,,,,,,,,,4,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,NA,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,4,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,NA,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,4,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,4,TRUE,FALSE
,,,,,,,,,,,,,,,,,4,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,4,TRUE,FALSE
,,,,,,,,,,,,,,,,,4,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,FALSE,TRUE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,NA,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,NA,FALSE
,,,,,,,,,,,,,,,,,NA,NA,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,NA,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,NA,FALSE
,,,,,,,,,,,,,,,,,4,NA,FALSE
,,,,,,,,,,,,,,,,,4,NA,FALSE
,,,,,,,,,,,,,,,,,NA,NA,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,4,TRUE,FALSE
,,,,,,,,,,,,,,,,,4,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,4,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,4,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,NA,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,NA,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,NA,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,NA,TRUE,FALSE
,,,,,,,,,,,,,,,,,3,TRUE,FALSE
